English,Nyoro
"Once more they tried to seize Jesus, but he slipped out of their hands.",Bagaruka nibese’ra okumukwata: yaruga omu mikono yabu.
"“Then, if anyone says to you, ‘Look, here is the Messiah!’ or, ‘Look, there he is!’—do not believe it. ","Omu biro ebi omuntu wena obwarabagambiraga ati Dara, Kristo ali hanu; rundi ali oku; mutaliikiriza: "
"While they were serving the Lord and fasting, the Holy Spirit said to them, “Set apart for me Barnabas and Saul, to do the work to which I have called them.”","Kandi obubaherize Mukama waitu nibasiba, Omwoyo Ogurukwera yagamba ati Munsoro'remu Baranaba na Saulo, bakole omulimo ogumbetire. "
"Those who preach must preach God's messages; those who serve must serve with the strength that God gives them, so that in all things praise may be given to God through Jesus Christ, to whom belong glory and power forever and ever. Amen.","omuntu wena obwahereza, ahereze omu mani Ruhanga agamuha: nukwo omu byona Ruhanga anyumizibwe omu Yesu Kristo, anyakuina ekitinisa nobusobozi ebiro nebiro. Amina."
" and said, “This man said, ‘I am able to tear down God's Temple and three days later build it back up.’”",nibagamba ngu Omuntu onu akagamba ati Ninsobora okusesa yekaru ya Ruhanga nokugyombekera ebiro bisatu. 
"The Pharisees, then, asked the man again how he had received his sight. He told them, “He put some mud on my eyes; I washed my face, and now I can see.”","Kandi Abafalisayo bagaruka nibamukaguza amaisoge okugaigukire. Yabagambira ati Akansiga itaka ha maiso, nanaba, nahweza "
"But he answered, “What are you doing, crying like this and breaking my heart? I am ready not only to be tied up in Jerusalem but even to die there for the sake of the Lord Jesus.”","Nubwo Paulo yagarukamu ati Nimugira ki, oku'ra nokusaliza omutima gwange? Baitu nyowe tinye tegekere okubohebwa kwonka, kandi ibara lya Mukama waitu Yesu. "
Aren't all his sisters living here? Where did he get all this?” ,Na banyanya bona tibali owaitu? Nukwo onu akaiha nkaha ebigambo binu byona? 
" “Lord, they have killed your prophets and torn down your altars; I am the only one left, and they are trying to kill me.” ","nanyowe nsigaireho nyenka, kandi nibase’ra obwomezi bwange. "
"When Jesus entered Jerusalem, the whole city was thrown into an uproar. “Who is he?” the people asked.",kandi obuyatahire Yerusalemu orubuga rwona rwatabatabana.nibabaza ngu Ogu noha? 
"He used parables to teach them many things, saying to them:","Yabegesa bingi omu nfumo, nabagambira omu kwegesakwe ati Muhu’re; "
"Everyone must die once, and after that be judged by God. ","Kandi nkabantu okubahulirwe okufa okwomurundi gumu, kandi hanyuma yakwo okucwerwa omusango; "
" We have many parts in the one body, and all these parts have different functions. ","Baitu nkokutunyina ebicweka bingi omu mubiri gumu, kandi ebicweka byona tibinyina omulimo gumu: "
"Do not let anyone look down on you because you are young, but be an example for the believers in your speech, your conduct, your love, faith, and purity. ","Omuntu wena aleke okugaya obusigazi bwawe; baitu iwe oikale ekyokuro’raho hali abo abaikiriza omu kabaza, nomu ngeso, nomu kugonza, nomu kuikiriza, nomu kwera. "
"Then the fourth angel poured out his bowl on the sun, and it was allowed to burn people with its fiery heat. ",Owakana yasesa ekindindikye ha izoba; lyahabwa obusobozi okwokya abantu nomu'ro. 
"Write, then, the things you see, both the things that are now and the things that will happen afterward. ","Nukwo ohandike ebyoboine, kandi nebinyakuroho, nebirukugenda okubaho hanyuma; "
or who steal or are greedy or are drunkards or who slander others or are thieves—none of these will possess God's Kingdom. ,"nobubakuba abasuma, nobubakuba abegombi, nobubakuba abatamizi, nobubakuba abatera enaku, nobubakuba abetera abahogozi, tibaligwetwa bukama bwa Ruhanga. "
All of creation waits with eager longing for God to reveal his children. ,Baitu okutegereza muno okwebinyakuhungirwe nukulinda okusuku’rwa okwabana ba Ruhanga. 
" For all of us must appear before Christ, to be judged by him. We will each receive what we deserve, according to everything we have done, good or bad, in our bodily life.","Baitu itwena kituhikirire okwolekwa omu maiso gekitebe ekicwerwaho emisango ekya Kristo; nukwo wena ahebwe ebi ebiyakozire omu mubiri, nkokuyakozire, rundi ebirungi, rundi ebibihire. "
"“If someone brings a lawsuit against you and takes you to court, settle the dispute while there is time, before you get to court. Once you are there, you will be turned over to the judge, who will hand you over to the police, and you will be put in jail. ","Terana bwango nogu anyakukutonganiza, okiri nauwe omu muhanda, anyakukutonganiza aleke kukutwara hali katikiro, na katikiro atakuhayo hali omuduma, naiwe otatebwa omunju yenkomo. "
"Then the servant who had received one thousand coins came in and said, ‘Sir, I know you are a hard man; you reap harvests where you did not plant, and you gather crops where you did not scatter seed. ","Kandi nogu ayahairwe etaranta emu yaija nagamba ati Mukama wange nkakumanya iwe oli muntu arukugumangana, ogesa nambere otaratemere, "
"My greetings to Asyncritus, Phlegon, Hermes, Patrobas, Hermas, and all the other Christians with them. ","Muramukye Asunkerito na Feregoni, na Hereme na Pateroba n Herema na bene baitu abali hamu nabo. "
" so that you may become the children of your Father in heaven. For he makes his sun to shine on bad and good people alike, and gives rain to those who do good and to those who do evil. ","nukwo mube abana aba Isenywe ali omu iguru, baitu izobalye alijweseza ababihire nabasemire, anagira enjura abahikirire babatahikirire. "
"At once the disease left the man, and he was clean. ","Ahonaho ebigengebye byamurugaho, yasemezebwa. "
"When she saw Peter warming himself, she looked straight at him and said, “You, too, were with Jesus of Nazareth.”","kandi obuyaboine Petero nayota, yamurora, nagamba ati naiwe okaboli hamu na Yesu owa nazales. "
Be on watch and pray always that you will have the strength to go safely through all those things that will happen and to stand before the Son of Man.”,"Baitu inywe murolege bwona, musabege, musobole okukira ebi byona enirihiki’ra, nokweme’ra omu maiso Gomwana womuntu. "
" By our baptism, then, we were buried with him and shared his death, in order that, just as Christ was raised from death by the glorious power of the Father, so also we might live a new life.","Nukwo twazikirwe tuti hamu nauwe omu kubatizibwa okutaha omu kufa: nukwo nka Kristo okuyahumbuirwe omu bafu obwekitinisa kya Isitwe, naitwe tugenderege tuti omu bwomezi obuhyaka. "
"I hope to see you soon, and then we will talk personally.","baitu ninihira okukurora mpora, kandi tulibaza nturorangana ha maiso. Obusinge bube haliwe. Enganjani bakuramukize. Oramukye enganjani namabara gabu."
"After Herod died, an angel of the Lord appeared in a dream to Joseph in Egypt ","Kandi Herode, obuyamazire kufa, dora, maraika wa Mukama yabonekera Yusifu omu kiroto Misiri, "
This means that the children born in the usual way,Nukwo kagamba ngu tibali bana abomubiri kwonka nibo bana ba Ruhanga; baitu abana abomurago nibo batekerezebwa okuba baijukuru. 
"Just as I do not belong to the world, they do not belong to the world. ","Tibali bansi, nka nyowe okuntali wensi. "
so that all the world may be saved.’”,"Oikalege okujuna, okuhika ha mpero zensi."
"You pay special attention to certain days, months, seasons, and years. ","Nimukwata muno ebiro, namezi nobusumi, "
"“The Emperor's,” they answered.",yabagambira ati Munyoleke edinali. Eroho ekisisani nebihandikirwe byona? Bagamba ngu Byakaisali. 
"in worship of idols and witchcraft. People become enemies and they fight; they become jealous, angry, and ambitious. They separate into parties and groups; ","okuramya ebisisani, okuroga, obunyanzigwa, okukungana, ihali, ekiniga empaka, "
"And so, according to the Good News I preach, this is how it will be on that Day when God through Jesus Christ will judge the secret thoughts of all.","ha kiro Ruhanga ekyalicweramu omusango ogwensita zabantu, nkenjiri yange okweri, omu Yesu Kristo. "
"‘Well done, you good and faithful servant!’ said his master. ‘You have been faithful in managing small amounts, so I will put you in charge of large amounts. Come on in and share my happiness!’ ","mukamawe yamugambira ati Okozire, iwe omwiru rubale omurungi, owokwesiga; okaboli owokwesiga mubike, nda kusigira biingi: taaha mukusemererwa "
"For the Spirit that God has given us does not make us timid; instead, his Spirit fills us with power, love, and self-control.","Baitu Ruhanga atatuhe omutima ogwokutina, baitu ogwamani, kandi ogwokugonza, kandi ogwamagezi amarungi. "
" On the Judgment Day the Queen of Sheba will stand up and accuse the people of today, because she traveled all the way from her country to listen to King Solomon's wise teaching; and there is something here, I tell you, greater than Solomon. ","Omukama mukazi owobukizi bwobulyo ali imuka omu musango hamu nabantu abobusinge bunu, alibasingisa omusango: baitu akaruga ha mpero zensi okuhu’ra amagezi ga Sulemanil; kandi dora, arukukira Sulemani ali hanu. "
" For those will be ‘The Days of Punishment,’ to make come true all that the Scriptures say. ","Baitu ebi nibyo biro byokuhora enzigu, byona ebyahandikirwe bihiki’re. "
"The other one, however, rebuked him, saying, “Don't you fear God? You received the same sentence he did. ",Baitu ondi yagarukamu namuhana nagamba ati Na Ruhanga torukumutina? Baitu oteraine nauwe omu musango gumu? 
"But because there is so much immorality, every man should have his own wife, and every woman should have her own husband. ","baitu obwobusihani omuntu wena abe na mukaziwe wenka, kandi omukazi wena abe nomusaijawe wenka. "
"When Peter saw him, he asked Jesus, “Lord, what about this man?”","Kandi Petero obuyaboine ogu, yagambira Yesu ati Mukama wange nonu aliba ki? "
They are the men who have kept themselves pure by not having sexual relations with women; they are virgins. They follow the Lamb wherever he goes. They have been redeemed from the rest of the human race and are the first ones to be offered to God and to the Lamb. ,"Nibo batarayesisire hali abakazi; baitu tibakamanyaga abakazi. Nibo bakuratira Omwana Gwentama nambere agenda hona. Nibo baguzirwe omu bantu okuba ebyana ebyomuganuro hali Ruhanga, na hali Omwana Gwentama. "
"For many days we could not see the sun or the stars, and the wind kept on blowing very hard. We finally gave up all hope of being saved.","Kandi izoba, nobuzakuba enyunyuzi, obwitarajwire hali itwe ebiro bingi, kandi nihunga tiriri like litukwasire, okunihira kwona okwokujunwa kwabwaho. "
"They are sure to hear that you have arrived. What should be done, then? ",Kiki kinu? Mananukwo balihu'ra oizire. 
"Run your best in the race of faith, and win eternal life for yourself; for it was to this life that God called you when you firmly professed your faith before many witnesses. ","Rwana okurwana okurungi okwokuikiriza, okwatire kimu obwomezi obwebiro nebiro obuwayetirwe, kandi wayeranga okweranga okurungi omu maiso gabakaiso baingi. "
"And I will do whatever you ask for in my name, so that the Father's glory will be shown through the Son. ","Kandi Ekimurasabaga kyona omu ibara lyange ndikikora, Isenyowe anyumizibwe omu mwana. "
"“Yes,” they answered.",Mwetegerize ebigambo binu byona? Bamugambira ngu Ego. 
"I testify on my own behalf, and the Father who sent me also testifies on my behalf.”","Ninyowe ndukwagamba nyenka, na Isenyowe ayantumire nuwe agamba ebyange. "
"He agreed to pay them the regular wage, a silver coin a day, and sent them to work in his vineyard. ","Obuyamazire okuraganiza nabakozi edinali emu eyekiro kimu, yabatuma omu rugonjo orwemizabibu. "
"pray at all times, ",musabege obutosa; 
"Led by the Spirit, Simeon went into the Temple. When the parents brought the child Jesus into the Temple to do for him what the Law required, ","Ogu akaizira omu Mwoyo omu yekaru: kandi abakaikurube obubatahizemu omwana Yesu, bamuko’re nkengeso yebiragiro "
Five days later the High Priest Ananias went to Caesarea with some elders and a lawyer named Tertullus. They appeared before Governor Felix and made their charges against Paul. ,"KANDI ebiro bitano obubyahinguireho nyakatagara omukuru wabu Ananiya yasirimuka nabakuru abamu, nomuntu omudumi Tereturo; nabo banyege'ra Paulo hali omulemu. "
" for man was not created from woman, but woman from man. ","Baitu omusaija ataruge omu mukazi, baitu omukazi omu musaija: "
"When people say, “Everything is quiet and safe,” then suddenly destruction will hit them! It will come as suddenly as the pains that come upon a woman in labor, and people will not escape. ","Obubagamba ngu Miremba, busaho kabi, nubwo okuhwerekereza okwa bwango hkubaizira, nkokurumwa okukuizira na kake. "
"A man shouted from the crowd, “Teacher! I beg you, look at my son—my only son! ","Dora, omusaija owomu kitebe yagambira haiguru ati Omwegesa nkwesengerize okurora omwana wange, baitu nkamuzara omu: "
"Then he took the children in his arms, placed his hands on each of them, and blessed them.","Yabakikira, nabaha omugisa, abataireho emikono."
"Herod was afraid of John because he knew that John was a good and holy man, and so he kept him safe. He liked to listen to him, even though he became greatly disturbed every time he heard him.","baitu Herode akatina Yohana, amumanyire okuba omuntu ahikirire, arukwera, yamulinda. Kandi obuyamuhulire yagurukyagurukta; yamuhu’ra nokusemererwa. "
"The purpose of this order is to arouse the love that comes from a pure heart, a clear conscience, and a genuine faith. ","baitu empero yekiragiro nukwo kugonza okurukuruga omu mutima ogusemire, nomwoyo omurungi, nokuikiriza okutanyina bugabya: "
"Is it easier to say, ‘Your sins are forgiven you,’ or to say, ‘Get up and walk’? ","Ekirukurahuka kiraha, okugamba nti Ebibi byawe bikuihirweho, nandiki okugamba nti Imuka, ogende? "
"I want to see you more than just briefly in passing; I hope to spend quite a long time with you, if the Lord allows.","Baitu tindukugonza okubarora hati bunu omu muhanda; baitu ninihira okuikaraho akacu hamu nainywe, Mukama waitu obwaligonza. "
"I went to the angel and asked him to give me the little scroll. He said to me, “Take it and eat it; it will turn sour in your stomach, but in your mouth it will be sweet as honey.”","Nagenda ha maraika nimugambira ati Twara, okamire, kandi karasa'ra omu nda yawe, baitu omu kanwa kawe karanuli'ra omu kanwa kange nkobwoki bwenjoki "
"Because Jesus Christ did what God wanted him to do, we are all purified from sin by the offering that he made of his own body once and for all.","Obwebi ebiyagondeze itwe tukezebwa,obwokuhongwa kwomubiri gwa Yesu Kristo omurundi gumu gwonka. "
and I will accept you.,"Nanyowe ndibairiza haihi,"
"Do your work as slaves cheerfully, as though you served the Lord, and not merely human beings. ","nimukora emirimo nimugonza, habwa Mukama waitu, kunu tihali habwabantu: "
"Be on watch, be alert, for you do not know when the time will come. ","Mwerindege, murolege, musabege: baitu timumanyire akasumi nambere kalihikira."
"And now he can help those who are tempted, because he himself was tempted and suffered.","Baitu nkokuyasalizibwe wenka omu kwohebwakwe, nukwo asobora ati okujuna abo abarukwohebwa."
" In the same manner Christ also was offered in sacrifice once to take away the sins of many. He will appear a second time, not to deal with sin, but to save those who are waiting for him.","nukwo Kristo obuyamazire okuhebwayo omurundi gumu okwetweka ebibi bya baingi, aliboneka omurundi ogwakabiri, hataloho ekibi, hali abo abamutegereza, naleta okujunwa."
"For the yoke I will give you is easy, and the load I will put on you is light.”","Baitu ekikoligo kyange tirurukulemera, nenketo yange neyanguhi’ra."
I only know that in every city the Holy Spirit has warned me that prison and troubles wait for me. ,"rundi Omwoyo Ogurukwera na'manyisa nyowe omu rubuga rwona, nagamba ati ensego nomuhito bindinzire. "
"The time has come for judgment to begin, and God's own people are the first to be judged. If it starts with us, how will it end with those who do not believe the Good News from God? ","Baitu akasumi kahikire omusango okubandiza ha nju ya Ruhanga: kandi obugulibandiza halitwe, emperor yabu abatarukworobera enjiri ya Ruhanga eriba ki? "
"Many of his followers heard this and said, “This teaching is too hard. Who can listen to it?”",Kandi baingi hali abegeswabe obubahulire bagamba ngu Ekigambo eki nikiremera: noha asobora kukihu’ra? 
Whoever is willing to do what God wants will know whether what I teach comes from God or whether I speak on my own authority. ,"Omuntu wena okwaraba nayenda okukora ogu ebyagonza, alimanya ha kwegesa kunu, okukuruga hali Ruhanga, rundi okugangamba ebyamagezi gange. "
"If you plant in the field of your natural desires, from it you will gather the harvest of death; if you plant in the field of the Spirit, from the Spirit you will gather the harvest of eternal life. ","Baitu anyakusigira omubirigwe wenka, aligesa omu mubiri okujunda; baitu anyakusigira Omwoyo, aligesa omu Mwoyo obwomezi obutahwaho. "
"But God, who encourages the downhearted, encouraged us with the coming of Titus. ","Baitu ogu arukuhumuza abaculezi, nuwe Ruhanga, akahumuza itwe, omu kuija kwa Tito; "
" Take my yoke and put it on you, and learn from me, because I am gentle and humble in spirit; and you will find rest. ","Muhimbe ekikoligo kyange, mwegere hali nyowe, baitu ndi munaku nomuculezi omu mutima, nainywe mulizora okuhumura okwomu mutima ganyu. "
"the son of Mattathias, the son of Amos, the son of Nahum, the son of Esli, the son of Naggai, ","Yanai, owa Yusufu, owa Matasiya, owa Amosi, owa Nahumu, owa Eseri, owa Nagai, owa Maasi, "
"When Jesus came to that place, he looked up and said to Zacchaeus, “Hurry down, Zacchaeus, because I must stay in your house today.”","Kandi Yesu obuyatahire omu kiikaro eki, yarora haiguru, yamugambira ati Zakayo, rahuka osirimuke, baitu hati kimpikirire okusiba omu nju uawe. "
"For even though I am absent in body, yet I am with you in spirit, and I am glad as I see the resolute firmness with which you stand together in your faith in Christ.","ebyokubabihabiha.Baitu nobundaba ntaloho omu mubiri, baitu omu mwoyo ndi hamu nainye, ninsemererwa, nindora engeso zanyu enungi, nokuguma okwokuikiriza kwanyu omu Kristo. "
And all who heard were completely amazed. “How well he does everything!” they exclaimed. “He even causes the deaf to hear and the dumb to speak!”,"Kandi bahuni’ra muno muno ihano, nibagamba ngu Byona abikozire kurungi: ahuliza abafu bamatu, kandi agambisa abafu bakanwa."
"When I come to you, I know that I shall come with a full measure of the blessing of Christ.","Kandi manyire nti obundiija namberemuli, ndiija omu mugisa gwa Kristo oguhikirire. "
For what my Father wants is that all who see the Son and believe in him should have eternal life. And I will raise them to life on the last day.”,"Isenyowe ekyagonza nikyo kinu, wena anyakurora Omwana, namuikiriza, atunge obwomezi obutahwaho; nanyowe ndimuimukya ha kiro kya hampero."
"If you are ashamed of me and of my teaching, then the Son of Man will be ashamed of you when he comes in his glory and in the glory of the Father and of the holy angels. ","Baitu wena anyakukwatwa ensoni habwange na habwebigambo byange, Nomwana womuntu alikwatwa ensoni habwogu, obwaliija omu kitinisakye wenka, nekya Ise, nekya bamaraika abarukwera. "
"The Mysterious Wickedness is already at work, but what is going to happen will not happen until the one who holds it back is taken out of the way. ",baitu ekyensita ekyobwemi nikikyakora: kyonka haroho arukutanga hati bunu okuhikyaobwaliihibwaho. 
when he saw Jesus walking by. “There is the Lamb of God!” he said.,"yarora Yesu nagenda, yagamba ati Dora, Omwana gwentama ogwa Ruhanga! "
"“What shall we do with these men?” they asked. “Everyone in Jerusalem knows that this extraordinary miracle has been performed by them, and we cannot deny it. ","Turakora tuta abantu banu? Baitu mananukwo bakozire ekyamahano ekyatukirire, nakyo kimanyirwe abantu bona abaikara Yerusalemu; kandi titurukusobora okukyehakana. "
"Peter, full of the Holy Spirit, answered them, “Leaders of the people and elders: ","Kandi Petero, aijuire Omwoyo Orukwera, yabagambira ati Inywe abalemi babantu nabakuru, "
and he would not let anyone carry anything through the Temple courtyards. ,kandi ataikirize muntu wena okurabya ekibindi omuyekaru. 
"So then, as often as we have the chance, we should do good to everyone, and especially to those who belong to our family in the faith.","Nukwo obutunyina omwanya tukolege kurungi abantu bona, kandi nokukira, abo abomunju yokuikiriza."
Then he did not let anyone else go on with him except Peter and James and his brother John. ,"Kandi ataikiriza muntu okugenda nauwe, rundi Petero, na Yakobo. "
"This happened three times, and finally the whole thing was drawn back up into heaven. ",Kandi kikakorwa kiti emirundi esatu; byona byaga'rwa omu iguru. 
But Jesus kept looking around to see who had done it. ,Yabungyamu amaiso okumurora ogu ayakozire ekigambo eki. 
"As Jesus stepped ashore, he was met by a man from the town who had demons in him. For a long time this man had gone without clothes and would not stay at home, but spent his time in the burial caves. ","Kandi obuyarugiremu yahika ha musa, yaitirana omuntu owomu rubuga, akaba aloho emizimu; ayamazire ebiro bingi atarajwaraga kantu, kandi ataraikaraga omu nju, baitu omubituro. "
"One of the disciples, the one whom Jesus loved, was sitting next to Jesus. ","Hakaba haroho omu hali abegeswabe akaba abyamire omu kifuba kya Yesu ha byokulya, Yesu ouyagonzaga. "
" will themselves drink God's wine, the wine of his fury, which he has poured at full strength into the cup of his anger! All who do this will be tormented in fire and sulfur before the holy angels and the Lamb. ","alinywa ha marwa agekiniga kya Ruhanga, agaituruirwe agempotole omu katema kekinigakye: kandi alibonabonesebwa omu mu'ro nekibiriti, omu maiso gabamaraika abarukwera nomu maiso Gomwana Gwentama: "
" “Teacher, Moses wrote this law for us: ‘If a man dies and leaves a wife but no children, that man's brother must marry the widow so that they can have children who will be considered the dead man's children.’ ","Musa akatuhandikira ati Mugenzi womuntu obwarafaga, nasiga mukaziwe, atasigire mwana,mugenziwe atwale mukaziwe omuza’re mugenziwe abana. "
"They want to be teachers of God's law, but they do not understand their own words or the matters about which they speak with so much confidence.","nibagonza okuba abegesa babiragiro, batarukumanya ebibagamba nobubyakuba ebibahambiriza muno. "
"And so it was that the church throughout Judea, Galilee, and Samaria had a time of peace. Through the help of the Holy Spirit it was strengthened and grew in numbers, as it lived in reverence for the Lord.","Nukwo ekanisa ekaba eri omu Buyudaya bwona, nomu Galiraya, nomu Samaliya yaikara nobusinge, kandi yayombekwaga; negendera omu kutina Mukama waitu nomu kuhumura Kwomwoyo Ogurukwara, nekanya."
"The men close to Paul said to him, “You are insulting God's High Priest!”",Abakaba bemerire haihi bagamba ngu Nojuma nyakatagara omukuru wabu owe Ruhanga? 
And he has come to Damascus with authority from the chief priests to arrest all who worship you.”,"na hanu ayina obusobozi oburuga hali banyakatagara abakuru, okuboha bona abarukukunga ibara lyawe. "
"but I know him, because I come from him and he sent me.”","Nyowe mamanyire; baitu nkaruga namberali, kandi nuwe yantumire. "
" Go and find out what is meant by the scripture that says: ‘It is kindness that I want, not animal sacrifices.’ I have not come to call respectable people, but outcasts.”","Baitu mugende mwege amakuru gekigambo kinu ngu Ningonza embabazi; tindukugonza byonzira: baitu ntaija okweta abahikirire, baitu abasisi."
"Let us, then, always offer praise to God as our sacrifice through Jesus, which is the offering presented by lips that confess him as Lord. ","Nukwo omuli ogu tuhongege hali Ruhanga obutosa ekyonzira ekyokusima, nikyo kyana ekyeminwa erukwatura ibaralye. "
"They put a purple robe on Jesus, made a crown out of thorny branches, and put it on his head. ","Kandi bamujweka orugoye orurukugajuka, baruka ekondo eyamahwa, "
" On the Judgment Day the people of Nineveh will stand up and accuse you, because they turned from their sins when they heard Jonah preach; and I tell you that there is something here greater than Jonah! ","Abantu aba Nineve balyeme’ra omu musango hamu nobobusinge bunu, nibabasingisa omusango, baitu bakegarukamu obwokutebeza kwa Yona; kandi dora hanu haroho arukukira Yona. "
"If the people in that house welcome you, let your greeting of peace remain; but if they do not welcome you, then take back your greeting. ","Baitu enju obwerasemeraga, obusinge bwanyu buikalege hayo, kandi obwetalisemera, obusinge bwanyu buligaruka namberamuli. "
"When Pilate heard this, he was even more afraid. ","Nukwo Pirato obuyahulire ekigambo eki, yayeyongera okutina; "
" In the same way that Jonah spent three days and nights in the big fish, so will the Son of Man spend three days and nights in the depths of the earth. ","baitu nka Yona okuyamazire ebiro bisatu, nyamusana nekiro, omunda eyencu, nukwo omwana womuntu aliikara ati ebiro bisatui nyamusana nekiro omu omutima ogwitaka. "
" Christ's message in all its richness must live in your hearts. Teach and instruct one another with all wisdom. Sing psalms, hymns, and sacred songs; sing to God with thanksgiving in your hearts. ","Ekigambo kya Kristo kiikalege omulinywe nobuguda omu magezi gona; nimwegesangana nimugambi’rangana Inywenka omu zabuli, nebizina, nebizina ebyomwoyo, nimuzina nembabazi omu mitima yanyu hali ruhanga. "
"Then he took a child and had him stand in front of them. He put his arms around him and said to them, ","Yakwata omwana omuto, yamuta hagati yabu: kandi yamukikira omu mikono, "
These are the things that make you unclean. But to eat without washing your hands as they say you should—this doesn't make you unclean.”,"nibyo bisisa omuntu: baitu okulya atanabire omu ngaro, tikusisa omuntu."
Do not be like them. Your Father already knows what you need before you ask him. ,"Kandi mutalisisana nabo: baitu Isinywe amanyire ebimuse’ra, mutakahikize okumusaba. "
I was told the number of the mounted troops: it was two hundred million. ,Nomuhendo gwihe lyabo abatembere embarasi obukumi kakumi emirundi ebiri: nkahu'ra omuheno gwabu. 
Some of them were convinced and joined Paul and Silas; so did many of the leading women and a large group of Greeks who worshiped God.,"Kandi abamu halibo baikiriza, baterana na Paulo na Sira; Nabayonani abekengi ekitebe kingi, nabakazi abakuru tibali bake. "
for a will means nothing while the person who made it is alive; it goes into effect only after his death. ,Baitu ekiragano ekyobugwetwa kiyina obusobozi nambere hali okufa: baitu tikinyina obusobozi arukuraganiza akiri omwomezi. 
and his clothes became shining white—whiter than anyone in the world could wash them. ,"ebyokujwarabye nibyengengeta, nibyera tititi; kandi busaho mwogi hansi arukusobora obubyeza ati. "
"Instead, your beauty should consist of your true inner self, the ageless beauty of a gentle and quiet spirit, which is of the greatest value in God's sight. ","baitu kube kwomuntu owomunda, omu mutima omu kyokujwara ekitarukusisikara ekyomwoyo omuculezi, ogutanyina emyehembo, oguli ogwomuhendo omwingi omu maiso ga Ruhanga. "
"Peter spoke up and said to Jesus, “Teacher, how good it is that we are here! We will make three tents, one for you, one for Moses, and one for Elijah.” ","Petero yagarukamu yagambira Yesu ati Rabi, kisemire itwe okuikara hanu; twombeke obuju busatu; akamu kawe, akndi ka Musa, nakandi ka Eriya. "
"When they saw him, they worshiped him, even though some of them doubted. ","Obubamuboine bakamuramya, baitu abandi bakaguarukyagukya. "
"“Go,” Jesus told them; so they left and went off into the pigs. The whole herd rushed down the side of the cliff into the lake and was drowned.","Yagigambira ati Mugende. Yarugamu, negenda omu mpunu: dora, igana lyona lyajumbutuka okukonkomoka ekihanga omu nyanja, nirihwereke’ra omu maizi. "
" In that town was a woman who lived a sinful life. She heard that Jesus was eating in the Pharisee's house, so she brought an alabaster jar full of perfume ","Kandi dora, omukazi akabali ha rubuga, omusisi; obuyamanyire aikalire ha byokulya omu nju Yomufalisayo, yaleta ihembe eryamagita gobwotere, "
"I do this in order that they may be filled with courage and may be drawn together in love, and so have the full wealth of assurance which true understanding brings. In this way they will know God's secret, which is Christ himself.","nge omu mubiri: bahumuzibwe amtima yabu, bateranizibwe hamu omu kugonzangana, nohika hali obuguda bwona obwokwetegereza okuhikire,okumanyira kimu ekyensita kya "
 and cried out as they saw the smoke from the flames that consumed her: “There never has been another city like this great city!” ,"nibami'ra obubarozire omuika ogwokuhyakwe, nibagamba ngu Rubuga ki orurukusisana nkorubuga orukuru? "
" Though Abraham was practically dead, from this one man came as many descendants as there are stars in the sky, as many as the numberless grains of sand on the seashore.","kandi habwa kinu hakazarwa okuruga omu muntu omu, kandi ogu akabali nkafire, abaijukuru baingi, nkenyunyuzi ezahaiguru okuziri nyingi, kandi nkomusenyi oguli ha musa gwenyanja ogutarukubarwa."
"Dear friends, if this is how God loved us, then we should love one another. ","Abanyakugonzebwa, Ruhanga obwaraba yatugondeze ati naitwe kituhikilire okugonzangana. "
Greetings to each one of God's people who belong to Christ Jesus. The believers here with me send you their greetings. ,Mubaramukye omu omu abarukwera bona omu Kristo Yesu. Bene baitu abali hamu nanyowe babaramukize. 
"He came to his own country, but his own people did not receive him. ",Akaija hali ebye kandi abakaba bali be batamuikirize. 
"So Jesus did not travel openly in Judea, but left and went to a place near the desert, to a town named Ephraim, where he stayed with the disciples.","Nikyo Yesu yalekire okugendagenda bwerebwere omu Bayudaya, baitu yarugayo nagenda omu nsi haihi nirungu, ha rubuga orwetwa Eferaimu: yaikarayo nabegeswabe. "
until I put your enemies under your feet.’,Mukama akagambira mukamawange ati I’kara hamukoono gwange ogwobulyo Okuhikya obundita abanyanzigwa bawe Omunda yebigere byawe? 
"Many men, claiming to speak for me, will come and say, ‘I am the Messiah!’ and they will fool many people. ","Baitu baingi abalija mwibara lyange, nibagamba ngu Ninyowe Kristo; Balihabisa baingi. "
Because of such things God's anger will come upon those who do not obey him.,habwebi ekiniga kya Ruhanga nikiija ha bana bokutahiki’ra; 
" Paul said to him, “God will certainly strike you—you whitewashed wall! You sit there to judge me according to the Law, yet you break the Law by ordering them to strike me!”","Nubwo Paulo yamugambira ati Ruhanga alikureta iwe, ekisika ekisigirwe okwera: oikalire okuncwera omusango nkebiragiro okubiri, noragira okuntera nkebiragiro okubitagamba? "
And do not bring us to hard testing.’”,Kandi otuleke’re ebibi byaitu; baitu naitwe tuganyira bona abatutonga. Kandi otatutwara omu kwohebwa. 
"One of those who were with Jesus drew his sword and struck at the High Priest's slave, cutting off his ear. ","Dora, omu hali abo abakaba bali na Yesu, yago’ra omukonogwe, yasomora empirimaye, yatema omuiru rubale wa nyakatagara omukuu wabu, yamucwaho okutu. "
"They spent their time in learning from the apostles, taking part in the fellowship, and sharing in the fellowship meals and the prayers.","Kandi bayekambaga omu kwegesa okwabakwenda, nomu kuterana, nomu kucwa omugati, nomu kusaba."
